Report ID,Category of Incident,Country of Incident,Date of Incident,Subject,Full Scientific Name,Common Name,Item / Commodity Type,Count,Quantity - Weight,Unit of Weight,Estimated Value,Currency,Value in USD,Airport
MOR43203,Brazil,Brazil,5/1/2022 0:00,Pau-Brasil bows seized at Guarulhos Airport - 1 fined,Paubrasilia echinata,Brazilwood,Wood (Not elsewhere specified),234.0,,,300000.0,BRL Brazilian Real,60297.9,Guarulhos Airport
MOR43221,China,China,4/14/2022 0:00,4 ivory bangles seized at Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,4.0,,,,,,Chengdu Shuangliu International Airport
MOR43354,Hong Kong,Hong Kong,3/16/2022 0:00,500 kg of red sandalwood seized at Hong Kong International Airport,Pterocarpus santalinus,"Agaru, Red Sandalwood, Redsanders, Red Sanders, Saunderswood, Leno de Sandalo Rojo, Sándalo rojo, Bois de Santal Rouge, Santal rouge",Wood - Logs,,500.0,Kilograms,,,,"SkyPier Terminal, Hong Kong Airport"
MOR43355,Hong Kong,Hong Kong,1/21/2022 0:00,"3,378 kg of red sandalwood seized at Hong Kong International Airport",Pterocarpus santalinus,"Agaru, Red Sandalwood, Redsanders, Red Sanders, Saunderswood, Leno de Sandalo Rojo, Sándalo rojo, Bois de Santal Rouge, Santal rouge",Wood - Logs,,3378.0,Kilograms,17000000.0,HKD Hong Kong Dollar,2165591.24,"SkyPier Terminal, Hong Kong Airport"
MOR43520,China,China,3/30/2022 0:00,"2 ivory bangles, 2 ivory bead bracelets and 3 black wood bracelets seized at Guangzhou Baiyun Airport",Elephantidae,Elephants,Ivory - Worked,2.0,0.282,Kilograms,,,,Guangzhou Baiyun International Airport
MOR43520,China,China,3/30/2022 0:00,"2 ivory bangles, 2 ivory bead bracelets and 3 black wood bracelets seized at Guangzhou Baiyun Airport",Elephantidae,Elephants,Ivory - Worked,2.0,0.282,Kilograms,,,,Guangzhou Baiyun International Airport
MOR43968,Panama,Panama,5/1/2022 0:00,cocobolo wooden statues seized in Tocumen International Airport,Dalbergia retusa,"Cocobolo, Cocobolo Prieto",Carvings,7.0,,,,,,Tocumen International Airport
MOR44122,Uganda,Uganda,5/29/2022 0:00,26 rhino horn pieces (15 kg) seized at Entebbe International Airport - 2 convicted,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,26.0,15.0,Kilograms,,,,Entebbe International Airport
MOR44142,Germany,Germany,5/31/2022 0:00,"16 rhino horn pieces (6.5 kg) seized at Leipzig/Halle Airport, Saxony",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,16.0,6.5,Kilograms,400000.0,EUR Euro,430540.0,Leipzig/Halle Airport
MOR44226,China,China,5/11/2022 0:00,8 ivory items (0.35 kg) seized at Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,8.0,0.35,Kilograms,,,,Chengdu Shuangliu International Airport
MOR44263,Mexico,Mexico,1/6/2022 0:00,1 tiger cub seized at Mérida International Airport - 1 arrested,Panthera tigris tigris,Bengal Tiger,Individual - Live,1.0,,,,,,Manuel Crescencio Rejon de Mérida International Airport
MOR44266,China,China,11/30/2021 0:00,"17 products (4.712 kg) including nautilus shells, ivory, crocodile skin and American ginseng seized at Shenzhen Bao'an Airport Customs",Charonia tritonis,"giant triton, Pacific triton, Triton's trumpet, Triton's trumpet shell",Shell,17.0,4.712,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44266,China,China,11/30/2021 0:00,"17 products (4.712 kg) including nautilus shells, ivory, crocodile skin and American ginseng seized at Shenzhen Bao'an Airport Customs",Elephantidae,Elephants,Ivory Pieces - Raw,17.0,4.712,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44266,China,China,11/30/2021 0:00,"17 products (4.712 kg) including nautilus shells, ivory, crocodile skin and American ginseng seized at Shenzhen Bao'an Airport Customs",Crocodylia,"Alligators, Caimans, Crocodiles, Aligatores, Caimanes, Cocodrilos, Crocodiles, Alligators, Caïmans",Skin - Leather Product,17.0,4.712,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44266,China,China,11/30/2021 0:00,"17 products (4.712 kg) including nautilus shells, ivory, crocodile skin and American ginseng seized at Shenzhen Bao'an Airport Customs",Panax quinquefolius,"American Ginseng, American Ginseng Root, Canadian Ginseng, Dwarf-Groundroot, Five-Fingers, Ginseng, Man's Health, Occidental Ginseng, Red Berry, Sang, Tartar Root, Ginseng Americano, Ginseng à Cinq Folioles, Ginseng d'Amérique",Plant Parts,17.0,4.712,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44268,China,China,11/2/2021 0:00,1 Giant clam shell (5 kg) seized at Wuhan Tianhe Airport - 1 suspect,Tridacnidae,"Giant Clams, Almejas Gigantes, Bénitiers",Shell,1.0,5.0,Kilograms,,,,Wuhan Tianhe International Airport
MOR44269,China,China,11/6/2021 0:00,21 crocodile skin products and Sandalwood bracelets (3.662 kg) seized at Shenzhen Bao'An Airport,Crocodylia,"Alligators, Caimans, Crocodiles, Aligatores, Caimanes, Cocodrilos, Crocodiles, Alligators, Caïmans",Skin - Leather Product,21.0,3.662,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44269,China,China,11/6/2021 0:00,21 crocodile skin products and Sandalwood bracelets (3.662 kg) seized at Shenzhen Bao'An Airport,Pterocarpus santalinus,"Agaru, Red Sandalwood, Redsanders, Red Sanders, Saunderswood, Leno de Sandalo Rojo, Sándalo rojo, Bois de Santal Rouge, Santal rouge",Wood - Worked,21.0,3.662,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44271,China,China,11/10/2021 0:00,11 crocodile skin products (4.687 kg) seized at Shenzhen Bao'An Airport,Crocodylia,"Alligators, Caimans, Crocodiles, Aligatores, Caimanes, Cocodrilos, Crocodiles, Alligators, Caïmans",Skin - Leather Product,11.0,4.687,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44277,China,China,11/19/2021 0:00,"11 giant clam products, Sandalwood bracelets and African blackwood products (total 7.602 kg) seized at Shenzhen Bao'An Airport",Tridacnidae,"Giant Clams, Almejas Gigantes, Bénitiers",Shell - Worked,11.0,7.602,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44277,China,China,11/19/2021 0:00,"11 giant clam products, Sandalwood bracelets and African blackwood products (total 7.602 kg) seized at Shenzhen Bao'An Airport",Pterocarpus santalinus,"Agaru, Red Sandalwood, Redsanders, Red Sanders, Saunderswood, Leno de Sandalo Rojo, Sándalo rojo, Bois de Santal Rouge, Santal rouge",Wood - Worked,11.0,7.602,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44277,China,China,11/19/2021 0:00,"11 giant clam products, Sandalwood bracelets and African blackwood products (total 7.602 kg) seized at Shenzhen Bao'An Airport",Dalbergia melanoxylon,"African Blackwood, African Ebony, Mbingo",Wood - Worked,11.0,7.602,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44281,China,China,11/17/2021 0:00,41 stony coral inlays (285.5 kg) seized at Shanghai Pudong Airport,Scleractinia,"Stony Corals, Corales Pétreos, Coraux Durs",Coral - Worked,41.0,282.5,Kilograms,,,,Erhu seized at Shanghai Pudong Airport
MOR44303,China,China,5/10/2021 0:00,1 ivory bangle (0.066 kg) seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.066,Kilograms,,,,Guangzhou Baiyun International Airport
MOR44436,China,China,2/1/2021 0:00,2 ivory carvings (0.104 kg) seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,2.0,0.104,Kilograms,,,,Guangzhou Baiyun International Airport
MOR44441,China,China,4/1/2021 0:00,2 ivory bracelets (0.12 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,2.0,0.12,Kilograms,,,,Guangzhou Baiyun International Airport
MOR44443,China,China,4/1/2021 0:00,0.44 kg ivory carvings seized at Shenzhen Bao’an Airport - 4 suspects,Elephantidae,Elephants,Ivory - Worked,,0.44,Kilograms,,,,Shenzhen Bao'an International Airport
MOR44451,China,China,3/1/2021 0:00,1 ivory pendant (0.023 kg) seized at Kunming Changshui International Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.023,Kilograms,,,,Kunming Changshui International Airport
MOR44472,Netherlands,Netherlands,3/15/2021 0:00,13 ivory carvings seized at Amsterdam International Airport Schiphol,Elephantidae,Elephants,Ivory - Worked,13.0,,,,,,Amsterdam International Airport
MOR44703,Kenya,Kenya,6/16/2022 0:00,1 ivory figurine (0.6 kg) seized at Moi International Airport - 1 charged,Elephantidae,Elephants,Ivory - Worked,1.0,0.6,Kilograms,,,,Moi International Airport
MOR44791,Thailand,Thailand,6/27/2022 0:00,109 live animals seized at Bangkok Suvarnbhumi Airport - 2 arrested,Hystrix brachyura,"Malayan Porcupine, Himalayan Crestless Porcupine",Individual - Live,2.0,,,,,,Bangkok Suvarnbhumi Airport
MOR44791,Thailand,Thailand,6/27/2022 0:00,109 live animals seized at Bangkok Suvarnbhumi Airport - 2 arrested,Iguana iguana,"Common Iguana, Green Iguana, Gallina de palo, Iguana verde, Iguane commun, Iguane vert",Individual - Dead,6.0,,,,,,Bangkok Suvarnbhumi Airport
MOR44791,Thailand,Thailand,6/27/2022 0:00,109 live animals seized at Bangkok Suvarnbhumi Airport - 2 arrested,Iguana iguana,"Common Iguana, Green Iguana, Gallina de palo, Iguana verde, Iguane commun, Iguane vert",Individual - Live,50.0,,,,,,Bangkok Suvarnbhumi Airport
MOR44791,Thailand,Thailand,6/27/2022 0:00,109 live animals seized at Bangkok Suvarnbhumi Airport - 2 arrested,Podocnemis unifilis,"Yellow-headed Sideneck, Yellow-spotted River Turtle, Yellow-spotted Sideneck Turtle, Terecay, Podocnémide de Cayenne",Individual - Live,35.0,,,,,,Bangkok Suvarnbhumi Airport
MOR44791,Thailand,Thailand,6/27/2022 0:00,109 live animals seized at Bangkok Suvarnbhumi Airport - 2 arrested,Gerrhosaurus major,"Rough-scaled Plated Lizard, Sudan Plated Lizard",Individual - Live,6.0,,,,,,Bangkok Suvarnbhumi Airport
MOR44958,Thailand,Thailand,7/4/2022 0:00,116 tortoises seized at Bangkok Suvarnabhumi Airport - 1 Ukrainian arrested,Malacochersus tornieri,"Crevice Tortoise, Pancake Tortoise, Softshell Tortoise, Tornier's Tortoise, Tortuga de cuña, Tortue à carapace souple, Tortue de Tornier",Individual - Live,98.0,,,900000.0,THB Baht,25228.7,Bangkok International Suvarnabhumi Airport
MOR44958,Thailand,Thailand,7/4/2022 0:00,116 tortoises seized at Bangkok Suvarnabhumi Airport - 1 Ukrainian arrested,Astrochelys radiata,"Radiated Tortoise, Tortuga estrellada de Madagascar, Tortuga rayada, Tortue radiée de Madagascar, Tortue rayonnée",Individual - Live,14.0,,,900000.0,THB Baht,25228.7,Bangkok International Suvarnabhumi Airport
MOR44958,Thailand,Thailand,7/4/2022 0:00,116 tortoises seized at Bangkok Suvarnabhumi Airport - 1 Ukrainian arrested,Aldabrachelys gigantea,"Aldabra Giant Tortoise, Tortuga gigante de Aldabra, Tortue géante, Tortue géante d'Aldabra",Individual - Live,4.0,,,900000.0,THB Baht,25228.7,Bangkok International Suvarnabhumi Airport
MOR44980,China,China,6/21/2022 0:00,3 ivory products (0.155 kg) seized at Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,2.0,0.155,Kilograms,,,,Chengdu Shuangliu International Airport
MOR44980,China,China,6/21/2022 0:00,3 ivory products (0.155 kg) seized at Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.115,Kilograms,,,,Chengdu Shuangliu International Airport
MOR44983,China,China,7/1/2022 0:00,12 ivory products (0.748 kg) seized at Jinan Airport,Elephantidae,Elephants,Ivory - Worked,12.0,0.748,Kilograms,,,,Jinan Yaoqiang International Airport
MOR44985,China,China,7/1/2022 0:00,1 red sandalwood table (63.5 kg) seized at Guangzhou Airport,Pterocarpus santalinus,"Agaru, Red Sandalwood, Redsanders, Red Sanders, Saunderswood, Leno de Sandalo Rojo, Sándalo rojo, Bois de Santal Rouge, Santal rouge",Wood - Worked,1.0,63.5,Kilograms,,,,Guangzhou Baiyun International Airport
MOR45002,China,China,3/1/2022 0:00,1 ivory fan seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,1.0,,,,,,Guangzhou Baiyun International Airport
MOR45005,China,China,3/1/2022 0:00,2 ivory bangles (0.10497 kg) seized at Nanjing Lukou Airport,Elephantidae,Elephants,Ivory - Worked,2.0,0.10497,Kilograms,,,,Nanjing Lukou International Airport
MOR45076,Indonesia,Indonesia,1/1/2022 0:00,10 lizards and 25 sailfin lizards seized at ​​Sultan Hasanuddin Airport,Squamata-Lacertilia,Lizards,Individual - Dead,10.0,,,,,,Sultan Hasanuddin Airport
MOR45076,Indonesia,Indonesia,1/1/2022 0:00,10 lizards and 25 sailfin lizards seized at ​​Sultan Hasanuddin Airport,Hydrosaurus weberi,Weber's Sailfin Lizard,Individual - Dead,25.0,,,,,,Sultan Hasanuddin Airport
MOR45213,China,China,1/12/2021 0:00,27 ivory products (0.415 kg) seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,27.0,0.451,Kilograms,,,,Guangzhou Baiyun International Airport
MOR45556,Portugal,Portugal,7/5/2022 0:00,"13 rhino horn pieces (10 kg) seized in Lisbon Airport, from Angola",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,13.0,10.0,Kilograms,600000.0,EUR Euro,626041.0,Lisbon Airport
MOR46783,Singapore,Singapore,10/4/2022 0:00,20 rhino horn (34 kg) seized at Changi International Airport - 1 charged,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,20.0,34.0,Kilograms,1200000.0,USD US Dollar,1200000.0,Changi International Airport
MOR46783,Singapore,Singapore,10/4/2022 0:00,20 rhino horn (34 kg) seized at Changi International Airport - 1 sentenced,Diceros bicornis,"Black Rhinoceros, Browse Rhinoceros, Hook-lipped Rhinoceros, Rinoceronte negro, Rhinocéros noir",Horn,2.0,2.7,Kilograms,,,,Changi International Airport
MOR46783,Singapore,Singapore,10/4/2022 0:00,20 rhino horn (34 kg) seized at Changi International Airport - 1 sentenced,Ceratotherium simum,"Grass Rhinoceros, Square-lipped Rhinoceros, White Rhinoceros, Rinoceronte blanco, Rhinocéros blanc",Horn,18.0,32.0,Kilograms,,,,Changi International Airport
MOR47041,Angola,Angola,9/23/2022 0:00,"26.6 kg worked ivory, 4 rhino horns (6.6 kg) & 5 elephant tail yarn rolls (0.8 kg) seized in Luanda International Airport - 1 arrested",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,4.0,6.6,Kilograms,,,,Luanda International Airport
MOR47615,Angola,Angola,11/21/2022 0:00,13 rhino horn (30.4 kg) seized in Luanda International Airport - 1 arrested,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,13.0,30.4,Kilograms,,,,Luanda International Airport
MOR47646,Germany,Germany,11/1/2021 0:00,2 giant clam shells (30 kg) seized at Berlin Brandenburg Airport,Tridacna gigas,"Giant Clam, Gigas Clam, Bénitier géant",Shell,2.0,30.0,Kilograms,,,,Berlin Brandenburg Airport
MOR47675,Egypt,Egypt,11/20/2022 0:00,3 ivory statues seized at Cairo International Airport,Elephantidae,Elephants,Ivory - Worked,3.0,,,,,,Cairo International Airport
MOR48385,Egypt,Egypt,10/20/2021 0:00,223 ivory sticks & 1 ivory rosary bead seized at Cairo International Airport,Elephantidae,Elephants,Ivory - Worked,1.0,,,,,,Cairo International Airport
MOR48385,Egypt,Egypt,10/20/2021 0:00,223 ivory sticks & 1 ivory rosary bead seized at Cairo International Airport,Elephantidae,Elephants,Ivory - Worked,223.0,,,,,,Cairo International Airport
MOR48421,China,China,4/1/2021 0:00,26.68 kg pangolin scales & 0.08 kg ivory seized at Beijing Capital International Airport - 1 convicted,Elephantidae,Elephants,Ivory Pieces - Raw,,0.08395,Kilograms,3497.0,CNY Yuan Renminbi,545.836,Beijing Capital International Airport
MOR48421,China,China,4/1/2021 0:00,26.68 kg pangolin scales & 0.08 kg ivory seized at Beijing Capital International Airport - 1 convicted,Manidae,Pangolins,Scales,,26.68,Kilograms,1076051.0,CNY Yuan Renminbi,167958.0,Beijing Capital International Airport
MOR48438,Viet Nam,Viet Nam,6/24/2022 0:00,"2 rhino horn pieces (2 kg), 3 ivory pieces (1.6 kg) & 6 leopard fangs seized in Tan Son Nhat Airport, Ho Chi Minh - 1 charged",Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Teeth,6.0,,,,,,Tan Son Nhat International Airport
MOR48438,Viet Nam,Viet Nam,6/24/2022 0:00,"2 rhino horn pieces (2 kg), 3 ivory pieces (1.6 kg) & 6 leopard fangs seized in Tan Son Nhat Airport, Ho Chi Minh - 1 charged",Elephantidae,Elephants,Ivory Pieces - Raw,3.0,1.6,Kilograms,,,,Tan Son Nhat International Airport
MOR48438,Viet Nam,Viet Nam,6/24/2022 0:00,"2 rhino horn pieces (2 kg), 3 ivory pieces (1.6 kg) & 6 leopard fangs seized in Tan Son Nhat Airport, Ho Chi Minh - 1 charged",Diceros bicornis,"Black Rhinoceros, Browse Rhinoceros, Hook-lipped Rhinoceros, Rinoceronte negro, Rhinocéros noir",Horn Pieces - Raw,2.0,2.0,Kilograms,,,,Tan Son Nhat International Airport
MOR48637,China,China,11/1/2021 0:00,"6 ivory bangles, 2 pendants & ivory slice seized at Guangzhou Baiyun International Airport",Elephantidae,Elephants,Ivory - Worked,6.0,,,,,,Guangzhou Baiyun International Airport
MOR48637,China,China,11/1/2021 0:00,"6 ivory bangles, 2 pendants & ivory slice seized at Guangzhou Baiyun International Airport",Elephantidae,Elephants,Ivory - Worked,2.0,,,,,,Guangzhou Baiyun International Airport
MOR48637,China,China,11/1/2021 0:00,"6 ivory bangles, 2 pendants & ivory slice seized at Guangzhou Baiyun International Airport",Elephantidae,Elephants,Ivory - Worked,1.0,,,,,,Guangzhou Baiyun International Airport
MOR48638,China,China,3/1/2021 0:00,"ivory, giant clam shell & red sandalwood products seized at Shenzhen Bao'an International Airport",Elephantidae,Elephants,Ivory - Worked,1.0,0.455,Kilograms,,,,Shenzhen Bao'an International Airport
MOR48644,China,China,6/1/2022 0:00,ivory scroll pin heads seized in Shenzhen Bao'an International Airport,Elephantidae,Elephants,Ivory - Worked,,,,,,,Shenzhen Bao'an International Airport
MOR48646,China,China,9/1/2022 0:00,2 rosewood products (3.37 kg) seized in Guangzhou Baiyun International Airport,Dalbergia latifolia,Indian rosewood,Wood - Worked,2.0,3.37,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48648,China,China,12/1/2022 0:00,2 giant clam bracelets (0.42 kg) seized at Guangzhou Baiyun International Airport,Tridacna gigas,"Giant Clam, Gigas Clam, Bénitier géant",Shell - Worked,2.0,0.42,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48649,China,China,12/26/2022 0:00,2 ivory scroll heads seized at Tianjin Binhai International Airport,Elephantidae,Elephants,Ivory - Worked,,2.0,,,,,Tianjin Binhai International Airport
MOR48659,China,China,9/1/2022 0:00,3 ivory products & 242 dried seahorses seized at Chengdu Shuangliu International Airport,Elephantidae,Elephants,Ivory - Worked,2.0,,,,,,Chengdu Shuangliu International Airport
MOR48659,China,China,9/1/2022 0:00,3 ivory products & 242 dried seahorses seized at Chengdu Shuangliu International Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.11,Kilograms,,,,Chengdu Shuangliu International Airport
MOR48663,China,China,10/1/2022 0:00,4 ivory bangles (0.132 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,4.0,0.132,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48664,China,China,10/1/2022 0:00,0.302 kg worked ivory seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,2.0,0.302,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48664,China,China,10/1/2022 0:00,0.302 kg worked ivory seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,,0.302,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48669,China,China,10/1/2022 0:00,2 ivory bracelets (0.168 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.168,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48669,China,China,10/1/2022 0:00,2 ivory bracelets (0.168 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.168,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48672,China,China,11/1/2022 0:00,8 worked ivory pieces (0.183 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,3.0,0.183,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48672,China,China,11/1/2022 0:00,8 worked ivory pieces (0.183 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,5.0,0.183,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48673,China,China,11/1/2022 0:00,1 ivory bangle (0.043 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.043,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48674,China,China,12/6/2022 0:00,53 ivory products (1.24 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,53.0,1.24,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48674,China,China,12/6/2022 0:00,53 ivory products (1.24 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,53.0,1.24,Kilograms,,,,Guangzhou Baiyun International Airport
MOR48674,China,China,12/6/2022 0:00,53 ivory products (1.24 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,53.0,1.24,Kilograms,,,,Guangzhou Baiyun International Airport
MOR49393,Senegal,Senegal,9/19/2021 0:00,"5 ivory bracelets seized at Blaise Diagne International Airport, Dakar - 1 arrested",Elephantidae,Elephants,Ivory - Worked,5.0,,,,,,Blaise Diagne International Airport
MOR49416,Poland,Poland,6/1/2022 0:00,1 nautilus shell seized at Warsaw Chopin International Airport,Nautilus pompilius,"Emperor nautilus, Chambered nautilus",Shell,1.0,,,,,,Warsaw Chopin International Airport
MOR49439,South Sudan,South Sudan,7/1/2021 0:00,13 ivory discs seized at Juba International Airport,Elephantidae,Elephants,Ivory - Worked,13.0,,,,,,Juba International Airport
MOR49453,Taiwan Province of China,Taiwan Province of China,10/31/2021 0:00,ivory seized in Taiwan Taoyuan International Airport - 1 suspect,Elephantidae,Elephants,Ivory - Worked,,,,,,,Taiwan Taoyuan International Airport
MOR49710,United States of America,United States of America,9/8/2021 0:00,ivory seized from luggage in Miami Airport - 1 convicted,Elephantidae,Elephants,Ivory - Worked,,,,,,,Miami International Airport
MOR49903,China,China,12/1/2022 0:00,10 worked ivory pieces (0.165 kg) seized at Shanghai Pudong International Airport - 1 suspect,Elephantidae,Elephants,Ivory - Worked,2.0,0.165,Kilograms,,,,Erhu seized at Shanghai Pudong Airport
MOR49903,China,China,12/1/2022 0:00,10 worked ivory pieces (0.165 kg) seized at Shanghai Pudong International Airport - 1 suspect,Elephantidae,Elephants,Ivory - Worked,2.0,0.165,Kilograms,,,,Erhu seized at Shanghai Pudong Airport
MOR49903,China,China,12/1/2022 0:00,10 worked ivory pieces (0.165 kg) seized at Shanghai Pudong International Airport - 1 suspect,Elephantidae,Elephants,Ivory - Worked,2.0,0.165,Kilograms,,,,Erhu seized at Shanghai Pudong Airport
MOR49903,China,China,12/1/2022 0:00,10 worked ivory pieces (0.165 kg) seized at Shanghai Pudong International Airport - 1 suspect,Elephantidae,Elephants,Ivory - Worked,4.0,0.165,Kilograms,,,,Erhu seized at Shanghai Pudong Airport
MOR49929,China,China,12/1/2022 0:00,23 ivory pieces (0.545 kg) seized at Guangzhou Baiyun International Airport - 5 suspects,Elephantidae,Elephants,Ivory - Worked,23.0,0.545,Kilograms,,,,Guangzhou Baiyun International Airport
MOR49929,China,China,12/1/2022 0:00,23 ivory pieces (0.545 kg) seized at Guangzhou Baiyun International Airport - 5 suspects,Elephantidae,Elephants,Ivory - Worked,23.0,0.545,Kilograms,,,,Guangzhou Baiyun International Airport
MOR49929,China,China,12/1/2022 0:00,23 ivory pieces (0.545 kg) seized at Guangzhou Baiyun International Airport - 5 suspects,Elephantidae,Elephants,Ivory - Worked,23.0,0.545,Kilograms,,,,Guangzhou Baiyun International Airport
MOR49930,China,China,12/3/2022 0:00,2 stony corals (1.9 kg) seized at Nanjing Lukou International Airport,Scleractinia,"Stony Corals, Corales Pétreos, Coraux Durs",Coral - Raw,2.0,1.9,Kilograms,,,,Nanjing Lukou International Airport
MOR49931,China,China,12/1/2022 0:00,5.11 kg of worked African sandalwood seized at Wuhan Tianhe International Airport,Osyris lanceolata,"African sandalwood, watta bush or Camwood",Wood - Worked,,5.11,Kilograms,,,,Wuhan Tianhe International Airport
MOR50012,"Tanzania, United Republic of","Tanzania, United Republic of",1/20/2022 0:00,"116 tortoises seized at Julius Nyerere International Airport, Dar es Salaam - 1 charged",Testudinidae,"Tortoises, Tortugas Terrestres, Tortues Terrestres",Individual - Live,116.0,,,18900000.0,TZS Tanzanian Shilling,7870.62,Julius Nyerere International Airport
MOR50026,China,China,11/1/2022 0:00,26 worked ivory items (0.19 kg) seized at Chengdu Shuangliu International Airport,Elephantidae,Elephants,Ivory - Worked,26.0,0.19,Kilograms,,,,Chengdu Shuangliu International Airport
MOR50026,China,China,11/1/2022 0:00,26 worked ivory items (0.19 kg) seized at Chengdu Shuangliu International Airport,Elephantidae,Elephants,Ivory - Worked,26.0,0.19,Kilograms,,,,Chengdu Shuangliu International Airport
MOR50044,China,China,11/10/2022 0:00,3 ivory bangles (0.128 kg) seized at Qingdao Jiaodong International Airport,Elephantidae,Elephants,Ivory - Worked,3.0,0.128,Kilograms,,,,Qingdao Jiaodong International Airport
MOR50045,China,China,11/1/2022 0:00,18 worked ivory items (0.875 kg) seized at Kunming Changshui International Airport - 3 suspects,Elephantidae,Elephants,Ivory - Worked,18.0,0.8753,Kilograms,,,,Kunming Changshui International Airport
MOR50045,China,China,11/1/2022 0:00,18 worked ivory items (0.875 kg) seized at Kunming Changshui International Airport - 3 suspects,Elephantidae,Elephants,Ivory - Worked,18.0,0.8753,Kilograms,,,,Kunming Changshui International Airport
MOR50045,China,China,11/1/2022 0:00,18 worked ivory items (0.875 kg) seized at Kunming Changshui International Airport - 3 suspects,Elephantidae,Elephants,Ivory - Worked,18.0,0.8753,Kilograms,,,,Kunming Changshui International Airport
MOR50045,China,China,11/1/2022 0:00,18 worked ivory items (0.875 kg) seized at Kunming Changshui International Airport - 3 suspects,Elephantidae,Elephants,Ivory - Worked,18.0,0.8753,Kilograms,,,,Kunming Changshui International Airport
MOR50046,China,China,11/1/2022 0:00,7 worked ivory items (0.394 kg) seized at Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory - Worked,5.0,0.3937,Kilograms,,,,Erhu seized at Shanghai Pudong Airport
MOR50046,China,China,11/1/2022 0:00,7 worked ivory items (0.394 kg) seized at Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory - Worked,2.0,0.3937,Kilograms,,,,Erhu seized at Shanghai Pudong Airport
MOR50048,China,China,11/7/2022 0:00,3 worked ivory items (0.25 kg) seized at Qingdao Jiaodong International Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.25,Kilograms,,,,Qingdao Jiaodong International Airport
